Question,Answer
먹기만하면 속이않좋아요,"... 오늘은 아무것도 안먹고있다가 배가너무고파서 지금 약과한개먹었는데 또 속이 안좋아질려하네요...<b>낫는법</b>좀... 하며, <b>위염</b>이 있으면 소화되지 않은 음식물을 <b>빨리</b> 내려 보내 배꼽주위(소장)를 돌아가는 도중에 정체되거나 부패되어... "
윗배 쓰리면서 설사,... 같은데 <b>낫는법</b>좀요..ㅠㅠ  답변드립니다 윗배나 명치부분이 쓰리거나 콕콕 쑤시고 아프면 <b>위염</b>이 생긴 것입니다. 내과에 가셔서 진료를 받아 보시고... 음식을 <b>빨리</b> 먹거나 많이 먹으면 음식에서 유해가스가 발생하여 장의 기능을... 
과민성대장 배아플때,"... 왜이런거죠 과민성대장 어떤음식을먹어야되고 안먹어야되는지랑 <b>낫는법</b>좀... 이해하여야 <b>빨리</b> 치유하려면 반드시 음식, 운동, 수면, 호흡 조절이... 연변, <b>위염</b>, 위궤양, 긴장, 무서움, 팽만감, 뜨는 변, 진녹색 변 등 배뇨장애, 견비통... "
요즘 몸이 이상합니다,"... 병원을 가면 일반적인 감기약만 주시는데 이거만 먹어도 <b>낫는</b>건가요? 2. 요즘 좀 일적으로 스트레스받는일들이... 하며, <b>위염</b>이 있으면 소화되지 않은 음식물을 <b>빨리</b> 내려 보내 배꼽주위(소장)를 돌아가는 도중에 정체되거나 부패되어... "
뭐 먹으면 속이쓰립니다,... 만약 <b>위염</b>이면 자연스럽게 <b>낫는</b>건가요? 병원가는걸 별로 좋아하지 않아서;; 도움좀 주세요 ㅠㅠ 안녕하세요... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우 6.... 
속이엄청안좋아요,"... 만약있다면 <b>낫는법</b>은 무엇인가요? 과식 스트레스 운동부족 등으로 생긴 체증(소화불량)이 원인입니다. 지금부터... 하며, <b>위염</b>이 있으면 소화되지 않은 음식물을 <b>빨리</b> 내려 보내 배꼽주위(소장)를 돌아가는 도중에 정체되거나 부패되어... "
장염 <b>낫는법</b>,"... 잘 <b>낫는</b>다고 합니다.) 6) 장기간 섭취하면 머리가 <b>빨리</b> 하얗게 쇠는 것을 막아주며, 산모에게는 유즙 부족을 치료해... 8) 들기름은 항암작용이 있으며, 위의 점막을 보호해 주므로 위궤양과 <b>위염</b>환자에게 좋으며, 간기능을 좋게 하는... "
베개땜에 어지럼증.ㅠㅠ,"... ㅠㅠ 원래 어지럼증이 좀 있는사람입니다 ㅠㅠ <b>빨리낫는</b>방법과 예방법좀 알려주세요 ㅠㅠ  베개땜에 어지럼증.... 식도염, <b>위염</b>, 소화기능, 간기능, 췌장 기능 저하, 상복부 위치의 심장 식도 위 폐 부신 비장 간 담낭 담도 소장 등에... "
<b>위염</b>에걸렸는데,술마시고 <b>위염</b>에 걸렸는데요....2달이 지났는데 났지를 안네요 <b>빨리 낫는법</b>좀 알려주세요  위장병은 다른 병에 비해 걸리기도 쉽고 또한 충분히 낫을 수 있는 병입니다. 무엇보다 신경 스트레스성 위장병이 가장 많거든요. 맘 편히... 
편도선염 <b>낫는법</b>,"... 단기적으로 <b>빨리</b> 키운 것이기에 당연히 약효 차이가 날 것이다. 재배산도 농약, 비료 등을 뿌리지 않고... 민간에서는 머리아픔, 성홍열, 콜레라, <b>위염</b>, 적리, 간경변증, 복수, 수두, 유행성 이하선염, 심장, 핏줄계통 질병에 쓰며 진경약... "
<b>위염</b>증상.,"... <b>빨리 낫는법</b>좀 알려주세요 긴글 읽어주셔서 감사합니다.  아래에 <b>위염</b> 증상을 참고하시기 바랍니다. 증상이 계속되신다면 검사받아보시길 권해드립니다. 도움이 되셨으면 합니다. [<b>위염</b> 증상] 무증상, 소화불량, 심와부(명치) 통증... "
배아프고 소화안되요,... 마신다고 <b>위염</b>이 <b>낫는</b> 것은 아닙니다. 이럴 경우 가장 좋은 치유법은 속을 비워준 다음에 위장에서 아랫배까지... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우 6.... 
제가 <b>위염</b>이라,제가 <b>위염</b>인데 목감기가걸렸습니다 다음주 금요일이 학교에서 하는뮤지컬인데 제가주연이고요 <b>위염</b>약때문에 목감기약을 먹을수가없습니다(소염제가 포함되기때문) 목감기가 최대한 <b>빨리낫는법</b>이 혹시있나요?  아이고... 하필... 
처음있는 생리불순,... 5일이나 <b>빨리</b> 피가 나오기 시작했는데 괜찮은건가요..(8월18일입니다) 특이사항은.. 식도염<b>위염</b>장염약을... (이렇게 하니 상담하면 저절로 <b>낫는</b> 줄 알거나 게으른 사람... (정청법은 (정)확한 성기(청)결방(<b>법</b>)을 의미하고 저만이 쓰는... 
<b>위염</b>증상.,"... 역류성 <b>위염</b>,식도염 이라고 하더라구요 그래서 약 처방받고 괜찮아 졌다 싶어서 약을 끊었는데 두달이 지난... <b>빨리 낫는법</b>좀 알려주세요 긴글 읽어주셔서 감사합니다. 저랑 비슷하네여ㅠ 병원가셔서 약드시면서 치료받는건 필수지만... "
구내염 일주일 째......... 미치겠네요ㅠㅠ,... 구내염이 <b>빨리</b> 나을 수 있는 <b>법</b> 부탁드립니다. 해볼 만큼 다 해본 것 같은데 왜 안 <b>낫는</b> 걸까요?ㅠㅠ 구내염... 구토가 생기는건 구토 중추가 자극을 받아서 생기는데 역류성 질환이나 연하곤란증 <b>위염</b> 등이 영향을 주기도 합니다.... 
목감기 비염 코감기,"... 2.목감기<b>빨리</b> 낳는법좀요 3.항생제가있는데 코감기걸리면 바로... 고질병이던 그의 비염은 지난해 봄에 완전히 <b>낫는</b> 듯하다가 이번에 재발했다. 당시... 유근피는 비염뿐아니라, 위장질환(위암, <b>위염</b> 등)에 좋은 식품으로도 알려져... "
비염콧물멈추는법 가래도 심하고..,"... 약먹는거말고 <b>빨리</b> 치료 가능한 비염콧물멈추는법 좀 알려주세요  비염... 고질병이던 그의 비염은 지난해 봄에 완전히 <b>낫는</b> 듯하다가 이번에 재발했다.... 유근피는 비염뿐아니라, 위장질환(위암, <b>위염</b> 등)에 좋은 식품으로도 알려져... "
심적불안감과 자살충동 도와주세요..,"... 태어<b>낫는</b>지 모르겠고 다른애들 보면 정말 사는게 하루하루 행복할텐데...... 항상 그래요 매일 아빠는 화나있어요 이곳에 벗어나려면 제가 <b>빨리</b> 나이드는... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
장염이 심하게 걸렸어요ㅠㅠㅠ,일요일오후부터 배가아프고 속이 미스껍고 설사를 하더니 새벽에는 못참겠어서 병원가서 수액이랑 진통제랑 <b>위염</b>어... 더 <b>빨리 낫는법</b> 없을까요...... 아그리고 배에서 소리나는거 그거는 왜그런거에요.....????  장염은 <b>빨리 낫는</b>것도... 
소화가 안돼요,... 안녕하세요 <b>위염</b>은 약을 드신다고 <b>낫는</b> 것이 아니고 식습관을 개선하셔야 낫습니다 <b>위염</b>은 대부분 스트레스와... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우 6.... 
학생인데..속이쓰려요;;,... 만성<b>위염</b>은 약을 드신다고 <b>낫는</b> 것이 아니라 식습관을 개선하셔야만 좋아질 수가 있습니다 정제된 식품들은... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우 6.... 
안녕하세요 제가 월요일 새벽부터 윗배,"... 아파요 <b>빨리 낫는법</b> 있나요? 안녕하세요 빅터입니다. 중앙대학교 의약식품대학원 향장학 석사 학위를 취득하였고... 만성<b>위염</b>, 만성역류성식도염, 과민성대장증후군과 친구였습니다. 내시경을 얼마나 많이 찍었나 모릅니다. 약도... "
"속쓰림, 복부팽창감, 구역감, 힘없음",... 보입니다 <b>위염</b>이나 장염은 약을 먹는 다고 <b>낫는</b> 질병이 아니라 식습관을 개선하셔야 치유가 가능합니다 밀가루... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우 6.... 
지속적인 소화불량 왜 이런걸까요?,... 내시경 검사 후 약간의 <b>위염</b> 증상과 헬리코박터균이 감지 되었다고 하여... 위장병이 <b>낫는</b> 것은 아닙니다. 오히려 약을 오래 드시면 위장의 기능이 더... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우... 
제가 금요일에 배가너무아파서 병원에갔...,... <b>위염</b>과장염 이라더군요ㅠㅠ 진짜 어제 배아파서 죽도 겨우먹었습니다. 오늘도 마찬가지로 배가아파지기 시작하네요. 장염 <b>빨리 낫는법</b> 좀알려주세요ㅠㅠ 또 장염걸렷을때 먹으면 안돼는 음식좀 알려주세요 !  흰죽과 물외에는 드시면... 
제가 금요일에 배가너무아파서 병원에갔...,... <b>위염</b>과장염 이라더군요ㅠㅠ 진짜 어제 배아파서 죽도 겨우먹었습니다. 오늘도 마찬가지로 배가아파지기 시작하네요. 장염 <b>빨리 낫는법</b> 좀알려주세요ㅠㅠ 또 장염걸렷을때 먹으면 안돼는 음식좀 알려주세요 !  죽만계속드셔야 하며... 
제가 금요일에 배가너무아파서 병원에갔...,... <b>위염</b>과장염 이라더군요ㅠㅠ 진짜 어제 배아파서 죽도 겨우먹었습니다. 오늘도 마찬가지로 배가아파지기 시작하네요. 장염 <b>빨리 낫는법</b> 좀알려주세요ㅠㅠ 또 장염걸렷을때 먹으면 안돼는 음식좀 알려주세요 !  되도록 장염증상이... 
역류성식도염 제 생활 좀 봐주세요.,"... 지옥이죠 식도염 고치는 <b>법</b> 알려드릴게요 이것만... 지옥이죠 면종류,빵,콜라,사이다,커피 다 끊으세요 <b>낫는</b>... 양배추즙 같은거 꾸준히 먹기 저는 <b>위염</b> 고친다고 노력할... 은근히 <b>빨리</b> 나아요 이게 만성인줄 알았는데 하여간 재발도... "
상열하한증이라고 하는데요 도와주세요ㅠ,"... 안면홍조 라던지 안구건조증, 생리통, <b>위염</b> 같은 것들이 심한 편이였는데 이... <b>빨리</b> 치료를 해서 벗어나야겠다고 생각했는데 그런데… 제가 찾아갔던 한의원 치료비용이 많이 비싸서 부담되더라구요 치료만 받는다고 금방 <b>낫는</b> 병이... "
역류성 식도염 치료에 좋은 것좀 알려주세요,"... 식도염 고치는 <b>법</b> 알려드릴게요 이것만 따라하시면... 지옥이죠 면종류,빵,콜라,사이다,커피 다 끊으세요 <b>낫는</b>... 양배추즙 같은거 꾸준히 먹기 저는 <b>위염</b> 고친다고 노력할... 은근히 <b>빨리</b> 나아요 이게 만성인줄 알았는데 하여간 재발도... "
체했을때 증상이..,"소화불량은 가끔씩 일어나는데 소화제 먹으면 금방 <b>낫는</b>편이거든요. 근데 어제 밥도 급하게 먹고, 햄버거랑 막창을... 하며, <b>위염</b>이 있으면 소화되지 않은 음식물을 <b>빨리</b> 내려 보내 배꼽주위(소장)를 돌아가는 도중에 정체되거나 부패되어... "
위암 검진 결과통보서 좀 봐주세요,"... <b>위염</b> 병변위치 : (위체부 , 위전정부 , 소만) 판정: 양성질환 2. 위용종 및... 병이 <b>낫는</b>것이다. 그렇지만 조상영가는 다른 후손이나 다시 그사람의 몸속에... 물론 인연법에 의해 만나지는 것이겠지만 더욱 <b>빨리</b> 만나게 된다면 얼마나... "
몸살두통 어떡해요,... 막 몸에서 열이 막 나는데 엄마는 열이 없다하시고 아픈데 진짜 어떻게해야 될지 모르겠어요 내일 미술 들었는데 아파서 조퇴하면 어떡하죠 <b>빨리 낫는법</b> 없나요.. 오늘도 하루종이 자다깻다 토하고 자고 했습니다..  몸살보다는 <b>위염</b>증... 
두통이 너무 심한데 왜 그럴까요?,"... 점차 만성 두통으로 변해가는 듯 합니다 사실 그 전에 <b>위염</b>을 진단 받은... 조금 <b>낫는</b>듯 했습니다 이후에는 조금 아프다가도 진통제 (타이**er ) 몇개... 특히 렘(REM : Rapid Eye Movement, 안구가 <b>빨리</b> 움직이며 꿈꾸는 단계) 수면 사이클에 맞춰... "
턱관절 통증... 치료방법과 병원 추천 부탁드려요~~,"... 가끔 같은 말을 <b>빨리</b> 반복해서 한국말이 아닌 주문같은 빠른 말로 기도를... (첨엔 <b>낫는</b> 듯 하다가 효과없음) 집에서 라파402 레이저치료기(퇴행성 관절염... -<b>위염</b>,소화불량,소화기관이상,설사,변비등이 자주 있지 않나요? -만성피로... "
"왼쪽 등, 왼쪽 배 저림현상.. 허리디스크랑 관련 있나요?... ","... 내과에 가니 위 부분이라고 <b>위염</b>증상이래요. 그런데 저는 속쓰림이나 뭐... 더 <b>빨리</b> 생활완치됩니다.^^ 허리디스크 시술은 평생 잘 재활관리하여야 하는... 1-2) 시술.수술한 심부가 완전히 <b>낫는</b> 데는 약 8주가 걸림으로, 8주 까지는... "
심하게채했을때 내공100,... 급성<b>위염</b>은 약을 먹거나 혹은 무얼 먹는다고 <b>낫는</b> 것이 아니고 아무 것도 먹지 않아야 낫습니다. 속을 비워주고 그... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5. 차가운 먹거리를 자주 먹는 경우... 
소화가계속안되요,... 제증상은 어떻게하면 나을까요..?ㅠㅠ 안녕하세요 <b>위염</b>이 생기신 것으로... 약 또한 약을 먹어서 <b>낫는</b> 증상이 있고 그렇지 않은 증상이 있기 때문에... 음식을 충분히 씹지 않고 <b>빨리</b> 삼키는 경우 4. 불규칙적으로 아무때나 먹는 경우 5.... 
왜 저를 괴롭히고 싶은 마음이 드는거죠? 그로 인해 받는... ,"... 어릴때에 입냄새 난다는 이야기를 많이 들었었었고 늘 <b>빨리</b> 양치질 하라고... 결국엔 <b>위염</b>이나 장염에 걸리기만 하구요.. 근데 늘 상상해요, 토를 했으면... 안<b>낫는</b> 병인가요 ? 현대의술로 해결할수 없는 일인가요 ? 몸무게가 늘어난게... "
머리가 띵(멍)해요..,"... 혈압은 140~145정도로 높은편이구요 <b>위염</b>을 앓고있습니다. 뭐든 치료는... 고쳐야 <b>낫는</b> 것이며, 증상에 치중하면 원인과는 멀어지는 경향이 있습니다.... 하루 <b>빨리</b> 원인을 파악하고 그에 따른 치료에 대해서 깊이 생각해 볼 필요가... "
여드름 ㅠㅠ,"... 안<b>낫는</b>데 나잇는것같고 진짜보기싫거든요 ㅠㅠ 참고로 6학년이고............. 즉, 먹은 음식을 <b>빨리</b> 소화, 흡수해야만 열량을 내는데, 과식과 과음은... 치료되고, <b>위염</b> 증세와 체기도 없어지며, 밥맛도 좋고, 20년 넘게 고생한 알레르기... "
의학적으로 어지럼증의 원인이 무엇일까요,"... 식도염/<b>위염</b>이 발견되서 약 복용중입니다 제가 한달반동안 연구해본... &quot; 모든 병에는 반드시 원인이 있고, 병이란 근본 원인을 찾아 고쳐야 <b>낫는</b>... 하루 <b>빨리</b> 원인을 파악하고 그에 따른 치료에 대해서 깊이 생각해 볼 필요가 있다.... "
"대인기피증,공황장애..","... 정말 <b>빨리</b>뛰어요..전 이제까지 그게 정상인줄 알았네요..ㅜㅜ(<b>빨리</b>뛰면... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국 또는... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
과민성대장증후군 한약,"... 내공100냠냠신고 과민성대장증후군이 잘 <b>낫는</b> 약을 구하기가 쉬운 일은... 이해하여야 <b>빨리</b> 치유하려면 반드시 음식, 운동, 수면, 호흡 조절이... 연변, <b>위염</b>, 위궤양, 긴장, 무서움, 팽만감, 뜨는 변, 진녹색 변 등 배뇨장애, 견비통... "
마늘과 성병균,... 무좀 등을 비롯해 <b>위염</b>. 위궤양 등 각종 궤양. 당뇨.... 화상 입었을 때도 죽염을 바로 바르면 덧나지 않고 <b>빨리</b> 나을 수... 듣는 <b>법</b> 없는데 돈 있는 사람은 그걸 싫어해. 한 두번 먹고 <b>낫는</b>걸 원하지. 그런데 그런게 있니? 있으면 왜 내가... 
강박증이 매우 심해서 너무 고통스럽습니다.,"... 그리고 남이 <b>빨리</b> 들고가주길 바라요. 상당히 마음이 불편합니다. 2. 제 기억... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증 정신과,"... 차가 <b>빨리</b>달리면 교통사고 날거같고.. 그리고 친구들이 많이 짜증내는... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국 또는... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
불안장애인가요?,"... 심장이 <b>빨리</b>뛰는거같아요 그러다 옆에 같이 움직여주고 말걸어주는 사람이... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
감기약 독한가요?,"... 8ℓ, 설탕 600g ▶ 만드는 <b>법</b>=매실을 깨끗이 씻어 물기를... 한 <b>빨리</b> 식혀서 매실 식초의 향이 날아가지 않게 한... ◎ 급성 <b>위염</b> - 급성<b>위염</b> ; 엑기스 3g을 물에 타서 마신다.... 마시면 <b>낫는</b>다. - 속이 좋지 못할 때에는 매실차나... "
"답답함, 우울증, 몸이 아무이유없이 힘들고 식욕부진","... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
위장이 쓰린이유ㅜ,... <b>빨리</b> 가르쳐주시면 감ㅅ할게요.. 더불어 예방? <b>낫는법</b>? 등등좀 가르쳐주세요.. 위장약을 복용하실정도라면 <b>위염</b>을예상합니다..병원얼른가보시고 초기에 잡으시면좋겠습니다! 예방이나 <b>낫는법</b>은 일단 매운것드시지마시고... 
우울증 .. 해결좀요 (내공10),... 치료받는 도중에도 이렇게해서 과연 <b>낫는</b>것인지 끊임없는 의심이 갑니다.... 다들 저처럼 <b>빨리</b> 아셔서 아픈사람이 없어졋음 좋겟습니다.. 나아가... 그리고 설사 생리통 변비 스트레스성 신경성 내과질환 과민성대장증후군 신경성<b>위염</b>... 
"우울증이라는데, 정말우울증인가요?","... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 일률적으로 거의... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
한약과 신경안정제와항우울제를 같이 복용해도되나요?,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 일률적으로 거의... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
긴장성 두통 탈모 머리염증...,... 치료받는 도중에도 이렇게해서 과연 <b>낫는</b>것인지 끊임없는 의심이 갑니다.... 다들 저처럼 <b>빨리</b> 아셔서 아픈사람이 없어졋음 좋겟습니다.. 나아가... 그리고 설사 생리통 변비 스트레스성 신경성 내과질환 과민성대장증후군 신경성<b>위염</b>... 
정신분열증을 앓고 있읍니다 병이 악화된것같은데... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
가슴이답답해요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 약복용 5 년째...,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증 도와주세요ㅠㅠ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
정신분열 동생과 약에대하여...,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
심적으로 많이힘들때,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애? 정신병?,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
죽은시체보고..정신분열,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
님아 저 정신분열증인데 어떻게살아야해요 ㅠㅠㅠㅠ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애초기인가요?,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 호흡곤란에 대한 대처방법 문의 드려요... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 광장공포증 엄청심해요...전문가분들... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
엄마가 우울증을 앓고계신데요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
"강박증,강박장애 치료","... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
너무 힘들고 못살겠어요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
밤에 잠을못자겠어요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
화병때문에 엄마가 힘들어하세요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
정신병인가요???,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증 정말 못 고치는걸까요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증으로 인한 고민상담입니다.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
세상을 살아가는게 두렵다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
불안증 환자 입니다.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
